nr_zmiany;nr_wiersza_csv;id_po_poprawie;kolumna;wartosc_przed;wartosc_po;regula
14361;8462;8461;wspolczynnik;1.282;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14362;8463;8462;wspolczynnik;1.359;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14363;8464;8463;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14364;8465;8464;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14365;8465;8464;kwota;284.97 zł;284.97;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14366;8465;8464;wspolczynnik;1,357;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14367;8466;8465;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14368;8466;8465;kwota;3580,86;3580.86;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14369;8466;8465;wspolczynnik;0.36;0.360;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14370;8467;8466;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14371;8467;8466;wspolczynnik;1.314;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14372;8469;8468;imie;barbara;Barbara;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
14373;8469;8468;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14374;8469;8468;wspolczynnik;0,752;0.752;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14375;8470;8469;wspolczynnik;1.488;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14376;8471;8470;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14377;8471;8470;ilosc;;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14378;8471;8470;kwota;3040,73;3040.73;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14379;8472;8471;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14380;8473;8472;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14381;8473;8472;wspolczynnik;0,195;0.195;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14382;8474;8473;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14383;8474;8473;ilosc;164 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14384;8475;8474;wspolczynnik;1.225;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14385;8476;8475;kwota;2898,38;2898.38;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14386;8476;8475;wspolczynnik;1.213;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14387;8477;8476;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14388;8477;8476;wspolczynnik;1,112;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14389;8478;8477;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14390;8478;8477;wspolczynnik;1.488;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14391;8479;8478;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14392;8480;8479;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14393;8481;8480;kwota;3257,09;3257.09;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14394;8481;8480;wspolczynnik;0,201;0.201;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14395;8482;8481;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14396;8482;8481;wspolczynnik;1.242;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14397;8483;8482;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14398;8484;8483;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14399;8484;8483;wspolczynnik;1.464;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14400;8485;8484;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14401;8485;8484;wspolczynnik;1,107;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14402;8486;8485;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14403;8486;8485;kwota;644,91;644.91;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14404;8487;8486;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14405;8488;8487;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14406;8488;8487;kwota;4858.86 zł;4858.86;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14407;8489;8488;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14408;8489;8488;wspolczynnik;0,266;0.266;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14409;8490;8489;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14410;8491;8490;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14411;8491;8490;kwota;2263,19;2263.19;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14412;8491;8490;wspolczynnik;1.037;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14413;8492;8491;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14414;8493;8492;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14415;8493;8492;wspolczynnik;1,343;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14416;8494;8493;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14417;8495;8494;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14418;8495;8494;wspolczynnik;0.53;0.530;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14419;8496;8495;kwota;2284,11;2284.11;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14420;8496;8495;wspolczynnik;1.277;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14421;8497;8496;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14422;8497;8496;wspolczynnik;0,911;0.911;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14423;8498;8497;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14424;8498;8497;wspolczynnik;1.067;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14425;8499;8498;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14426;8500;8499;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14427;8500;8499;wspolczynnik;1.497;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14428;8501;8500;imie;  Barbara ;Barbara;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
14429;8501;8500;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14430;8501;8500;kwota;238,03;238.03;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14431;8501;8500;wspolczynnik;0,167;0.167;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14432;8502;8501;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14433;8503;8502;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14434;8504;8503;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14435;8505;8504;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14436;8505;8504;wspolczynnik;0,555;0.555;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14437;8506;8505;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14438;8506;8505;kwota;115,33;115.33;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14439;8506;8505;wspolczynnik;;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
14440;8509;8508;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14441;8509;8508;wspolczynnik;0,328;0.328;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14442;8510;8509;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14443;8511;8510;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14444;8511;8510;ilosc;272 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14445;8511;8510;kwota;3050,93 zł;3050.93;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14446;8511;8510;wspolczynnik;1.184;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14447;8512;8511;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14448;8513;8512;nazwisko;WIŚNIEWSKI;Wiśniewski;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
14449;8513;8512;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14450;8513;8512;wspolczynnik;0,276;0.276;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14451;8515;8514;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14452;8516;8515;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14453;8516;8515;kwota;3800,95;3800.95;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14454;8517;8516;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14455;8517;8516;wspolczynnik;1,209;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14456;8518;8517;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14457;8518;8517;wspolczynnik;1.301;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14458;8520;8519;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14459;8521;8520;imie;;Brak danych;Brak imienia uzupełniono wartością 'Brak danych'.
14460;8521;8520;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14461;8521;8520;kwota;1 242.00;1242.00;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14462;8521;8520;wspolczynnik;0,617;0.617;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14463;8522;8521;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14464;8524;8523;wspolczynnik;1.341;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14465;8525;8524;wspolczynnik;0,698;0.698;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14466;8526;8525;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14467;8526;8525;kwota;3466,48;3466.48;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14468;8526;8525;wspolczynnik;1.017;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14469;8527;8526;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14470;8528;8527;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14471;8529;8528;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14472;8529;8528;wspolczynnik;0,938;0.938;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14473;8531;8530;kwota;3572,18;3572.18;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14474;8532;8531;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14475;8533;8532;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14476;8533;8532;wspolczynnik;0,288;0.288;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14477;8534;8533;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14478;8534;8533;kwota;4267.34 zł;4267.34;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14479;8534;8533;wspolczynnik;0.31;0.310;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14480;8535;8534;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14481;8536;8535;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14482;8536;8535;kwota;1711,27;1711.27;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14483;8536;8535;wspolczynnik;1.386;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14484;8537;8536;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14485;8537;8536;wspolczynnik;113%;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14486;8539;8538;wspolczynnik;1.013;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14487;8540;8539;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14488;8541;8540;nazwisko;Kwiatkowski  ;Kwiatkowski;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
14489;8541;8540;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14490;8541;8540;kwota;1771,87;1771.87;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14491;8541;8540;wspolczynnik;1,307;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14492;8542;8541;imie;marcin;Marcin;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
14493;8542;8541;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14494;8542;8541;wspolczynnik;0.81;0.810;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14495;8543;8542;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14496;8543;8542;wspolczynnik;0.33;0.330;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14497;8545;8544;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14498;8545;8544;wspolczynnik;0,659;0.659;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14499;8546;8545;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14500;8546;8545;kwota;2158,71;2158.71;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14501;8546;8545;wspolczynnik;1.287;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14502;8548;8547;id;8546;8547;Brakujące, błędne lub zduplikowane ID zastąpiono numerem rekordu danych.
14503;8548;8547;ilosc;263 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14504;8549;8548;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14505;8549;8548;wspolczynnik;0,402;0.402;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14506;8551;8550;imie;  Marcin ;Marcin;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
14507;8551;8550;kwota;531,10;531.10;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14508;8553;8552;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14509;8553;8552;wspolczynnik;0,671;0.671;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14510;8554;8553;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14511;8555;8554;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14512;8556;8555;kwota;;2476.15;Błędną lub pustą kwotę zastąpiono medianą poprawnych wartości: 2476.15.
14513;8557;8556;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14514;8557;8556;kwota;886.01 zł;886.01;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14515;8557;8556;wspolczynnik;0,203;0.203;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14516;8559;8558;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14517;8560;8559;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14518;8560;8559;wspolczynnik;1.228;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14519;8561;8560;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14520;8561;8560;kwota;2120,79;2120.79;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14521;8561;8560;wspolczynnik;1,053;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14522;8562;8561;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14523;8562;8561;wspolczynnik;0.23;0.230;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14524;8563;8562;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14525;8564;8563;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14526;8564;8563;wspolczynnik;1.12;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14527;8565;8564;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14528;8565;8564;wspolczynnik;0,3;0.300;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14529;8566;8565;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14530;8566;8565;kwota;4634,09;4634.09;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14531;8567;8566;miasto;KRAKÓW;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14532;8568;8567;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14533;8569;8568;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14534;8569;8568;wspolczynnik;0,835;0.835;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14535;8571;8570;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14536;8571;8570;kwota;4388,08;4388.08;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14537;8572;8571;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14538;8573;8572;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14539;8573;8572;wspolczynnik;0,78;0.780;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14540;8574;8573;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14541;8575;8574;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14542;8576;8575;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14543;8576;8575;kwota;229,12;229.12;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14544;8577;8576;nazwisko;MAZUR;Mazur;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
14545;8577;8576;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14546;8577;8576;wspolczynnik;1,346;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14547;8578;8577;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14548;8579;8578;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14549;8579;8578;wspolczynnik;1.18;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14550;8580;8579;kwota;3156.70 zł;3156.70;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14551;8581;8580;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14552;8581;8580;ilosc;abc;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14553;8581;8580;kwota;4 741.34;4741.34;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14554;8581;8580;wspolczynnik;1,025;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14555;8582;8581;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14556;8583;8582;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14557;8583;8582;wspolczynnik;1.191;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14558;8584;8583;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14559;8584;8583;wspolczynnik;1.144;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14560;8585;8584;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14561;8585;8584;ilosc;44 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
14562;8585;8584;wspolczynnik;0,822;0.822;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14563;8586;8585;kwota;2878,40;2878.40;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14564;8587;8586;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14565;8589;8588;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14566;8589;8588;wspolczynnik;1,467;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14567;8590;8589;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14568;8590;8589;wspolczynnik;1.446;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14569;8591;8590;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14570;8591;8590;kwota;3294,09;3294.09;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14571;8591;8590;wspolczynnik;1.047;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14572;8592;8591;wspolczynnik;1.182;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
14573;8593;8592;wspolczynnik;0,662;0.662;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
14574;8595;8594;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14575;8596;8595;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
14576;8596;8595;kwota;1833,61;1833.61;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
14577;8596;8595;wspolczynnik;1.489;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
